시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명,반경500m_사고지점수,반경500m_사고건수합계
초등학교,연지초등학교,서울특별시 노원구 월계로55길 48,서울특별시 노원구 월계동 271,37.63319071,127.0595368,서울특별시 노원구청,서울노원경찰서,Y,4,6~20,2024-07-22,3100000,서울특별시 노원구,3,12
초등학교,청계초등학교,서울특별시 노원구 공릉로 431,서울특별시 노원구 중계3동 513-1,37.64503334,127.0661408,서울특별시 노원구청,서울노원경찰서,Y,2,12~20,2024-07-22,3100000,서울특별시 노원구,6,27
초등학교,상명초등학교,서울특별시 노원구 덕릉로 541,서울특별시 노원구 중계3동 515-1,37.6487233,127.066969,서울특별시 노원구청,서울노원경찰서,Y,1,30,2024-07-22,3100000,서울특별시 노원구,12,54
어린이집,경일,서울특별시 도봉구 도당로13길 34-5,,37.6664179,127.0349032,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
어린이집,리라,서울특별시도봉구방학로10길40,,37.663909,127.0337501,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
어린이집,예원키즈,서울특별시 도봉구 도봉로 145길,,37.6652429,127.0373617,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구,6,24
어린이집,신예원,서울특별시 도봉구 방학로2길 44,,37.6648067,127.0410685,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구,12,57
어린이집,예그린,서울특별시 도봉구 노해로 201-1,,37.6510868,127.0305925,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구,9,36
어린이집,쌍문삼성,서울특별시 도봉구 노해로 238,,37.6509601,127.0344914,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구,9,36
어린이집,해맑은,서울특별시 도봉구 우이천로 487-1,,37.6565427,127.015283,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구,3,12
유치원,창동초병설,서울특별시 도봉구 해등로16길 81,,37.6551924,127.0446861,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구,6,30
유치원,한사랑,서울특별시 도봉구 노해로66길 21,,37.650390623,127.04733036,도봉구청,도봉경찰서,Y,0,6~20,2019-09-05,3090000,서울특별시 도봉구,3,15
유치원,햇살,서울특별시 도봉구 우이천로32길 38,,37.6492018,127.0252286,도봉구청,도봉경찰서,Y,0,20`25,2019-09-05,3090000,서울특별시 도봉구,3,12
유치원,청아,서울특별시 도봉구 노해로 69길 97,,37.6568264215,127.0493335342,도봉구청,도봉경찰서,Y,1,6~12,2019-09-05,3090000,서울특별시 도봉구,3,15
유치원,정의,서울특별시 도봉구 노해로 49길 69,,37.6529105,127.0318063,도봉구청,도봉경찰서,Y,0,6~10,2019-09-05,3090000,서울특별시 도봉구,6,21
유치원,자연,서울특별시 도봉구 마들로 567,,37.6608707801,127.0475002126,도봉구청,도봉경찰서,Y,2,6~8,2019-09-05,3090000,서울특별시 도봉구,3,18
유치원,삼풍,서울특별시 도봉구 노해로63가길 101,,37.656749,127.0456386,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구,6,30
유치원,한볕,서울특별시 도봉구 덕릉로 63가길 43,,37.642922788,127.0387778224,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
유치원,현대,서울특별시 도봉구 삼양로 574-38,,37.654152,127.01395,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
유치원,지현,서울특별시 도봉구 도봉산3길 21,,37.6863357,127.043941,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구,3,9
유치원,신창,서울특별시 도봉구 덕릉로 272,,37.6413368,127.0409612,도봉구청,도봉경찰서,Y,1,8~25,2019-09-05,3090000,서울특별시 도봉구,3,12
유치원,사랑,서울특별시 도봉구 마들로 620,,37.6654300761,127.0466689346,도봉구청,도봉경찰서,Y,1,25,2019-09-05,3090000,서울특별시 도봉구,15,72
초등학교,대명초등학교,서울특별시 강동구 상암로 271,서울특별시 강동구 명일2동 234,37.5476037,127.1532701,서울특별시 강동구청,강동경찰서,Y,6,8,2023-08-18,3240000,서울특별시 강동구,6,21
초등학교,강동초등학교,서울특별시 강동구 상암로14길 77,서울특별시 강동구 천호2동 306,37.5463638,127.1301872,서울특별시 강동구청,강동경찰서,Y,5,4,2023-08-18,3240000,서울특별시 강동구,12,54
유치원,연동유치원,서울특별시 종로구 대학로3길 9,서울특별시 종로구 연지동 136-25,37.57398543,127.0013212,서울특별시 종로구청,혜화경찰서,Y,1,6,2023-01-18,3000000,서울특별시 종로구,6,24
유치원,세종유치원,서울특별시 종로구 사직로8길 9,서울특별시 종로구 필운동 278-4,37.575477,126.9700192,서울특별시 종로구청,종로경찰서,Y,1,25,2023-01-18,3000000,서울특별시 종로구,3,15
어린이집,선재어린이집,서울특별시 종로구 우정국로 51-4,서울특별시 종로구 수송동 46-1,37.573435,126.982239,서울특별시 종로구청,종로경찰서,N,0,25~29,2023-01-18,3000000,서울특별시 종로구,3,12
어린이집,상록수 어린이집,서울특별시 종로구 송월1길 73-7,서울특별시 종로구 행촌동 1-140,37.5727172,126.9646048,서울특별시 종로구청,종로경찰서,Y,1,6~8,2023-01-18,3000000,서울특별시 종로구,3,15
유치원,봄샘유치원,서울특별시 종로구 율곡로264,서울특별시 종로구 종로6가 210-1,37.57345547,127.0065566,서울특별시 종로구청,혜화경찰서,Y,2,20,2023-01-18,3000000,서울특별시 종로구,6,24
어린이집,도담도담어린이집,서울특별시 종로구 숭인동길47,서울특별시 종로구 숭인동 746,37.577024,127.0218624,서울특별시 종로구청,혜화경찰서,Y,1,7~9,2023-01-18,3000000,서울특별시 종로구,6,42
어린이집,한빛어린이집,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인동 178-167,37.574807,127.019976,서울특별시 종로구청,혜화경찰서,Y,2,4~8,2023-01-18,3000000,서울특별시 종로구,12,72
초등학교,창신초등학교,서울특별시 종로구 지봉로 73,서울특별시 종로구 창신동 128-32,37.57621184,127.0142955,서울특별시 종로구청,혜화경찰서,Y,3,6~20,2023-01-18,3000000,서울특별시 종로구,9,57
초등학교,백운초교,서울특별시 도봉구 삼양로146길 17,,37.6532035,127.0139875,도봉구청,도봉경찰서,Y,2,6~24,2019-09-05,3090000,서울특별시 도봉구,3,12
초등학교,방학초교,서울특별시 도봉구 도당로9길 34,,37.6640285,127.0321675,도봉구청,도봉경찰서,Y,3,6~8,2019-09-05,3090000,서울특별시 도봉구,3,12
초등학교,가인초등학교,서울특별시 도봉구 도봉로136다길 4,,37.6599068,127.0431592,도봉구청,도봉경찰서,Y,4,6~40,2019-09-05,3090000,서울특별시 도봉구,9,42
어린이집,쌍문1동,서울특별시 도봉구 노해로 149-5,,37.6482929,127.025917,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
어린이집,세인,서울특별시 도봉구 방학로3길 100,,37.6588094,127.0389515,도봉구청,도봉경찰서,Y,1,6~8,2019-09-05,3090000,서울특별시 도봉구,9,42
어린이집,창4동,서울특별시 도봉구 마들로 339-13,,37.6421639,127.0532892,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구,3,18
어린이집,하늘빛,서울특별시 도봉구 도봉로167길 13,,37.677656,127.0440422,도봉구청,도봉경찰서,Y,1,8~10,2019-09-05,3090000,서울특별시 도봉구,3,15
어린이집,방아골,서울특별시 도봉구 시루봉로17길42,,37.6692804,127.032581,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,3,12
어린이집,한내,서울특별시 도봉구 마들로13길 252,,37.6614988112,127.045084329,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구,6,24
어린이집,햇살마루,서울특별시 도봉구 도봉로 134길,,37.6575017,127.0408123,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,9,42
어린이집,이화,서울특별시 도봉구 도봉로 134길,,37.6573827,127.0404858,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,9,42
어린이집,신세인,서울특별시 도봉구 도봉로134길 5,,37.6575153,127.0405866,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,9,42
어린이집,창2동,서울특별시 도봉구 도봉로134길 6,,37.6573644,127.0404264,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구,9,42
초등학교,신방학초교,서울특별시 도봉구 시루봉로 173,,37.6659578,127.0292294,도봉구청,도봉경찰서,Y,3,15,2019-09-05,3090000,서울특별시 도봉구,3,12
초등학교,신화,서울특별시 도봉구 우이천로 120,,37.6326698,127.0408596,도봉구청,도봉경찰서,Y,4,6~15,2019-09-05,3090000,서울특별시 도봉구,3,15
특수학교,정민학교,서울특별시 노원구 공릉로58길 24,서울특별시 노원구 하계동 78-14,37.633839,127.0731686,서울특별시 노원구청,서울노원경찰서,Y,1,7~15,2024-07-22,3100000,서울특별시 노원구,3,12
초등학교,중계초등학교,서울특별시 노원구 한글비석로19길 39,서울특별시 노원구 중계4동 447-2,37.65784108,127.0733117,서울특별시 노원구청,서울노원경찰서,Y,5,5~11,2024-07-22,3100000,서울특별시 노원구,30,132
초등학교,상계초등학교,서울특별시 노원구 상계로9길 39,서울특별시 노원구 상계2동 402-1,37.65962546,127.0664937,서울특별시 노원구청,서울노원경찰서,Y,3,8.5~30,2024-07-22,3100000,서울특별시 노원구,21,105
초등학교,공연초등학교,서울특별시 노원구 동일로192가길 16,서울특별시 노원구 공릉1동 371,37.62754924,127.0745082,서울특별시 노원구청,서울노원경찰서,Y,5,4~21,2024-07-22,3100000,서울특별시 노원구,3,18
초등학교,불암초등학교,서울특별시 노원구 중계로 178,서울특별시 노원구 중계본동 257-3,37.65078343,127.080671,서울특별시 노원구청,서울노원경찰서,Y,2,8~20,2024-07-22,3100000,서울특별시 노원구,9,33
초등학교,을지초등학교,서울특별시 노원구 중계로 239,서울특별시 노원구 중계1동 산 72,37.65059011,127.0730898,서울특별시 노원구청,서울노원경찰서,Y,2,20~30,2024-07-22,3100000,서울특별시 노원구,30,132
초등학교,신상계초등학교,서울특별시 노원구 상계로 267,서울특별시 노원구 상계4동 111,37.66751782,127.0758263,서울특별시 노원구청,서울노원경찰서,Y,2,"7,30",2024-07-22,3100000,서울특별시 노원구,12,54
초등학교,연촌초등학교,서울특별시 노원구 공릉로58길 36,서울특별시 노원구 하계1동 152,37.634416,127.0725121,서울특별시 노원구청,서울노원경찰서,Y,3,7~15,2024-07-22,3100000,서울특별시 노원구,3,12
초등학교,중현초등학교,서울특별시 노원구 섬밭로 181,서울특별시 노원구 하계2동 340,37.63251336,127.065953,서울특별시 노원구청,서울노원경찰서,Y,1,7.5~19.5,2024-07-22,3100000,서울특별시 노원구,6,24
초등학교,한천초등학교,서울특별시 노원구 마들로 45,서울특별시 노원구 월계3동 3-7,37.62070855,127.0692456,서울특별시 노원구청,서울노원경찰서,Y,2,19.2~25,2024-07-22,3100000,서울특별시 노원구,3,12
초등학교,용동초등학교,서울특별시 노원구 한글비석로1길 81-11,서울특별시 노원구 중계3동 510-7,37.64108534,127.0690832,서울특별시 노원구청,서울노원경찰서,Y,2,7~20,2024-07-22,3100000,서울특별시 노원구,6,18
초등학교,상수초등학교,서울특별시 노원구 동일로216길 66,서울특별시 노원구 상계7동 755,37.65110673,127.064735,서울특별시 노원구청,서울노원경찰서,Y,2,20,2024-07-22,3100000,서울특별시 노원구,15,72
초등학교,동일초등학교,서울특별시 노원구 한글비석로 566,서울특별시 노원구 상계8동 887-7,37.6648142,127.0541716,서울특별시 노원구청,서울노원경찰서,Y,1,20,2024-07-22,3100000,서울특별시 노원구,3,18
초등학교,상경초등학교,서울특별시 노원구 수락산로 237,서울특별시 노원구 상계8동 621,37.67055277,127.0516731,서울특별시 노원구청,서울노원경찰서,Y,1,9.7~22,2024-07-22,3100000,서울특별시 노원구,3,15
특수학교,동천학교,서울특별시 노원구 노원로18길 41,서울특별시 노원구 하계1동 288-1,37.64451398,127.0729253,서울특별시 노원구청,서울노원경찰서,Y,2,20,2024-07-22,3100000,서울특별시 노원구,6,21
유치원,강덕초병설유치원,서울특별시 강동구 동남로82길 94-54,서울특별시 강동구 고덕2동 222,37.55954748,127.1604836,서울특별시 강동구청,강동경찰서,N,0,8,2023-08-18,3240000,서울특별시 강동구,3,12
유치원,명일유치원,서울특별시 강동구 고덕로38길 8,서울특별시 강동구 암사1동 418-18,37.55454236,127.1425695,서울특별시 강동구청,강동경찰서,N,0,7,2023-08-18,3240000,서울특별시 강동구,3,15
초등학교,성내초등학교,서울특별시 강동구 성내로3길 19,서울특별시 강동구 성내1동 300-3,37.53135786,127.1225001,서울특별시 강동구청,강동경찰서,Y,4,6,2023-08-18,3240000,서울특별시 강동구,15,60
초등학교,천일초등학교,서울특별시 강동구 구천면로 266,서울특별시 강동구 천호1동 217-70,37.54436122,127.1334367,서울특별시 강동구청,강동경찰서,Y,6,8,2023-08-18,3240000,서울특별시 강동구,9,39
초등학교,고현초등학교,서울특별시 강동구 상일로11길 110,서울특별시 강동구 상일동 520-5,37.55380091,127.1660305,서울특별시 강동구청,강동경찰서,Y,4,15,2023-08-18,3240000,서울특별시 강동구,6,27
초등학교,강일초등학교,서울특별시 강동구 아리수로98길 24,서울특별시 강동구 강일동 685,37.56525568,127.1772125,서울특별시 강동구청,강동경찰서,Y,3,25,2023-08-18,3240000,서울특별시 강동구,3,12
초등학교,선사초등학교,서울특별시 강동구 올림픽로 837,서울특별시 강동구 암사2동 186-1,37.5558399,127.128196,서울특별시 강동구청,강동경찰서,Y,3,10,2023-08-18,3240000,서울특별시 강동구,3,18
초등학교,둔촌초등학교,서울특별시 강동구 양재대로88길 27,서울특별시 강동구 둔촌1동 170-2,37.52624852,127.1374348,서울특별시 강동구청,강동경찰서,Y,2,20,2023-08-18,3240000,서울특별시 강동구,12,57
초등학교,한산초등학교,서울특별시 강동구 풍성로 261,서울특별시 강동구 둔촌2동 149,37.52869458,127.1410769,서울특별시 강동구청,강동경찰서,Y,7,10,2023-08-18,3240000,서울특별시 강동구,6,33
초등학교,신암초등학교,서울특별시 강동구 올림픽로93길 33-16,서울특별시 강동구 암사2동 517,37.55002367,127.1244044,서울특별시 강동구청,강동경찰서,Y,7,6,2023-08-18,3240000,서울특별시 강동구,9,45
초등학교,명일초등학교,서울특별시 강동구 고덕로38길 8,서울특별시 강동구 암사1동 418-18,37.55454236,127.1425695,서울특별시 강동구청,강동경찰서,Y,5,7,2023-08-18,3240000,서울특별시 강동구,3,15
초등학교,명원초등학교,서울특별시 강동구 명일로 364,서울특별시 강동구 명일2동 39,37.5512241,127.1505002,서울특별시 강동구청,강동경찰서,Y,2,15,2023-08-18,3240000,서울특별시 강동구,3,9
초등학교,천동초등학교,서울특별시 강동구 성안로 200,서울특별시 강동구 길동 371-1,37.5410159,127.1378287,서울특별시 강동구청,강동경찰서,Y,9,6,2023-08-18,3240000,서울특별시 강동구,12,54
초등학교,위례초등학교,서울특별시 강동구 명일로 23,서울특별시 강동구 둔촌1동 176-2,37.5223146,127.1394366,서울특별시 강동구청,강동경찰서,Y,3,18,2023-08-18,3240000,서울특별시 강동구,3,21
초등학교,길동초등학교,서울특별시 강동구 양재대로116길 57,서울특별시 강동구 길동 362,37.5380968,127.1435022,서울특별시 강동구청,강동경찰서,Y,6,6,2023-08-18,3240000,서울특별시 강동구,12,57
초등학교,강덕초등학교,서울특별시 강동구 동남로82길 94-54,서울특별시 강동구 고덕2동 222,37.55954748,127.1604836,서울특별시 강동구청,강동경찰서,Y,4,8,2023-08-18,3240000,서울특별시 강동구,3,12
초등학교,천호초등학교,서울특별시 강동구 구천면로 310-11,서울특별시 강동구 천호1동 230-9,37.54771897,127.1365923,서울특별시 강동구청,강동경찰서,Y,7,6,2023-08-18,3240000,서울특별시 강동구,15,60
유치원,둔촌유치원,서울특별시 강동구 풍성로63길 73,서울특별시 강동구 둔촌2동 438,37.531341,127.1397064,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,24,132
유치원,구강사유치원,서울특별시 강동구 천중로 64,서울특별시 강동구 천호2동 363,37.5448184,127.1288199,서울특별시 강동구청,강동경찰서,Y,2,6,2023-08-18,3240000,서울특별시 강동구,9,36
유치원,예슬유치원,서울특별시 강동구 상암로 11,서울특별시 강동구 암사2동 509,37.55344749,127.1256829,서울특별시 강동구청,강동경찰서,Y,1,8,2023-08-18,3240000,서울특별시 강동구,6,33
유치원,오송유치원,서울특별시 강동구 구천면로39길 26,서울특별시 강동구 천호2동 302-10,37.5458079,127.131908,서울특별시 강동구청,강동경찰서,Y,2,6,2023-08-18,3240000,서울특별시 강동구,12,54
유치원,은새유치원,서울특별시 강동구 고덕로62길 58,서울특별시 강동구 명일2동 42,37.55236741,127.1526193,서울특별시 강동구청,강동경찰서,Y,1,12,2023-08-18,3240000,서울특별시 강동구,3,9
유치원,유정유치원,서울특별시 강동구 강동대로55길 83,서울특별시 강동구 성내3동 430-6,37.525911,127.1337598,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,21,99
유치원,녹원유치원,서울특별시 강동구 상암로63길 39-10,서울특별시 강동구 명일2동 242-3,37.54851639,127.1535579,서울특별시 강동구청,강동경찰서,N,0,6,2023-08-18,3240000,서울특별시 강동구,6,21
유치원,가람유치원,서울특별시 강동구 상암로63길 39-10,서울특별시 강동구 명일2동 237-1,37.54851639,127.1535579,서울특별시 강동구청,강동경찰서,Y,6,6,2023-08-18,3240000,서울특별시 강동구,6,21
유치원,천호유치원,서울특별시 강동구 구천면로 238,서울특별시 강동구 천호3동 397-74,37.5416383,127.1308643,서울특별시 강동구청,강동경찰서,Y,1,15,2023-08-18,3240000,서울특별시 강동구,15,69
유치원,화랑유치원,서울특별시 강동구 천중로35길 37,서울특별시 강동구 천호3동 56-34,37.5428867,127.1378446,서울특별시 강동구청,강동경찰서,Y,3,8,2023-08-18,3240000,서울특별시 강동구,15,63
어린이집,구립암사어린이집,서울특별시 강동구 상암로4가길 28,서울특별시 강동구 암사2동 510-25,37.55061052,127.1249616,서울특별시 강동구청,강동경찰서,Y,3,6,2023-08-18,3240000,서울특별시 강동구,12,60
특수학교,한국구화학교,서울특별시 강동구 고덕로 295-59,서울특별시 강동구 고덕2동 297,37.5582554,127.158909,서울특별시 강동구청,강동경찰서,Y,3,4,2023-08-18,3240000,서울특별시 강동구,3,12
유치원,한영중고등학교병설유치원,서울특별시 강동구 동남로 832,서울특별시 강동구 상일동 166,37.54914056,127.1577731,서울특별시 강동구청,강동경찰서,Y,2,8~11,2023-08-18,3240000,서울특별시 강동구,3,12
유치원,강일늘사랑유치원,서울특별시 강동구 아리수로98길 62,서울특별시 강동구 강일동 685-2,37.56314695,127.1783206,서울특별시 강동구청,강동경찰서,Y,1,22,2023-08-18,3240000,서울특별시 강동구,3,12
유치원,위례초병설유치원,서울특별시 강동구 명일로 23,서울특별시 강동구 둔촌1동 176-2,37.5223146,127.1394366,서울특별시 강동구청,강동경찰서,N,0,18,2023-08-18,3240000,서울특별시 강동구,3,21
유치원,길동초병설유치원,서울특별시 강동구 양재대로116길 57,서울특별시 강동구 길동 362,37.5380968,127.1435022,서울특별시 강동구청,강동경찰서,N,0,6,2023-08-18,3240000,서울특별시 강동구,12,57
어린이집,성심어린이집,서울특별시 강동구 천호대로193길 23-3,서울특별시 강동구 길동 401-2,37.53621522,127.1445702,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,12,57
어린이집,구립둔촌어린이집,서울특별시 강동구 명일로 129,서울특별시 강동구 둔촌2동 81-4,37.5305225,127.1430056,서울특별시 강동구청,강동경찰서,Y,4,15,2023-08-18,3240000,서울특별시 강동구,9,42
어린이집,구립곡교어린이집,서울특별시 강동구 천중로14길 33-5,서울특별시 강동구 천호2동 362-20,37.5435022,127.1278081,서울특별시 강동구청,강동경찰서,Y,2,4,2023-08-18,3240000,서울특별시 강동구,15,75
어린이집,구립보람나무어린이집,서울특별시 강동구 암사길 57,서울특별시 강동구 암사동 474-8,37.5521214,127.1357452,서울특별시 강동구청,강동경찰서,Y,1,11,2023-08-18,3240000,서울특별시 강동구,12,48
어린이집,강동아이슐레어린이집,서울특별시 강동구 고덕로24가길 36,서울특별시 강동구 암사1동 437-1,37.55322569,127.137505,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,12,48
어린이집,강일어린이집,서울특별시 강동구 풍산로 235,서울특별시 강동구 강일동 348-1,37.56911869,127.1785799,서울특별시 강동구청,강동경찰서,Y,1,15,2023-08-18,3240000,서울특별시 강동구,3,12
학원,오르다샘앤클래스암사학원,서울특별시 강동구 올림픽로 104길 36,서울특별시 강동구 암사3동 442-1,37.5554739,127.1316805,서울특별시 강동구청,강동경찰서,Y,2,6,2023-08-18,3240000,서울특별시 강동구,9,33
학원,예크트리학원,서울특별시 강동구 천호대로187길 73-10,서울특별시 강동구 길동 399-4,37.5378116,127.1427154,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,12,57
어린이집,구립다온어린이집,서울특별시 강동구 올림픽로79길 46,서울특별시 강동구 천호동 331-31,37.5447848,127.1232029,서울특별시 강동구청,강동경찰서,Y,2,5~8,2023-08-18,3240000,서울특별시 강동구,9,57
어린이집,구립고덕숲어린이집,서울특별시 강동구 고덕로80길 134,서울특별시 강동구 상일동 515,37.55171846,127.164857,서울특별시 강동구청,강동경찰서,Y,1,7~11,2023-08-18,3240000,서울특별시 강동구,3,15
어린이집,구립해나어린이집,서울특별시 강동구 아리수로 46-14,서울특별시 강동구 암사동 445-11,37.55586966,127.1347874,서울특별시 강동구청,강동경찰서,Y,1,3,2023-08-18,3240000,서울특별시 강동구,9,33
어린이집,성내참사랑어린이집,서울특별시 강동구 성내로18길 19,서울특별시 강동구 성내동 435-26,37.52601922,127.1291451,서울특별시 강동구청,강동경찰서,Y,1,15,2023-08-18,3240000,서울특별시 강동구,9,42
어린이집,구립은강어린이집,서울특별시 강동구 양재대로103길 28,서울특별시 강동구 성내동 378-9,37.5333784,127.1363923,서울특별시 강동구청,강동경찰서,Y,1,8,2023-08-18,3240000,서울특별시 강동구,33,165
어린이집,구립동심어린이집,서울특별시 강동구 고덕로27길 33-19,서울특별시 강동구 암사동 450-24,37.5561083,127.1373773,서울특별시 강동구청,강동경찰서,Y,2,5,2023-08-18,3240000,서울특별시 강동구,3,12
어린이집,예꿈어린이집,서울특별시 강동구 상암로 89,서울특별시 강동구 암사동 490-39,37.54793943,127.1329509,서울특별시 강동구청,강동경찰서,Y,2,15,2023-08-18,3240000,서울특별시 강동구,12,51
어린이집,푸른숲어린이집,서울특별시 강동구 동남로67길 42,서울특별시 강동구 명일2동 248-4,37.5488256,127.1535042,서울특별시 강동구청,강동경찰서,Y,2,6,2023-08-18,3240000,서울특별시 강동구,6,21
어린이집,강동무지개어린이집,서울특별시 강동구 양재대로125길 30,서울특별시 강동구 천호동 43-22,37.54460484,127.1406641,서울특별시 강동구청,강동경찰서,Y,3,6,2023-08-18,3240000,서울특별시 강동구,15,63
어린이집,구립초롱별어린이집,서울특별시 강동구 양재대로134길 41,서울특별시 강동구 명일동 338-19,37.5478186,127.1459302,서울특별시 강동구청,강동경찰서,Y,1,6~10,2023-08-18,3240000,서울특별시 강동구,6,24
어린이집,강동복지관어린이집,서울특별시 강동구 진황도로23길 7,서울특별시 강동구 천호3동 555,37.54004284,127.1297892,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,18,87
어린이집,애지어린이집,서울특별시 강동구 진황도로 160,서울특별시 강동구 둔촌2동 452-2,37.531761,127.1415805,서울특별시 강동구청,강동경찰서,Y,1,12,2023-08-18,3240000,서울특별시 강동구,21,120
어린이집,라온어린이집,서울특별시 강동구 천중로39길 43-1,서울특별시 강동구 천호1동 49-33,37.5431379,127.1393804,서울특별시 강동구청,강동경찰서,Y,1,6,2023-08-18,3240000,서울특별시 강동구,15,63
어린이집,예일어린이집,서울특별시 강동구 양재대로 1305,서울특별시 강동구 성내3동 441-3,37.5229326,127.1339492,서울특별시 강동구청,강동경찰서,Y,1,50,2023-08-18,3240000,서울특별시 강동구,18,87
어린이집,예은어린이집,서울특별시 강동구 성안로31마길 6,서울특별시 강동구 천호3동 186-7,37.5408215,127.1336179,서울특별시 강동구청,강동경찰서,Y,1,4.5,2023-08-18,3240000,서울특별시 강동구,15,69
유치원,윤정,서울특별시 도봉구 노해로 70길 54,,37.649242,127.0509338,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구,6,36
유치원,솔샘,서울특별시 도봉구 해등로 169,,37.6571082049,127.0377335198,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구,9,42
유치원,다솜,서울특별시 도봉구 해등로 169,,37.6571082049,127.0377335198,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구,9,42
초등학교,한신,서울특별시 도봉구 노해로49길 69,,37.6529105,127.0318063,도봉구청,도봉경찰서,Y,2,6~20,2019-09-05,3090000,서울특별시 도봉구,6,21
초등학교,창원,서울특별시 도봉구 해등로 103,,37.6525531,127.040553,도봉구청,도봉경찰서,Y,6,10~30,2019-09-05,3090000,서울특별시 도봉구,3,12
초등학교,창동,서울특별시 도봉구 해등로16길 81,,37.6551924,127.0446861,도봉구청,도봉경찰서,Y,6,6~12,2019-09-05,3090000,서울특별시 도봉구,6,30
초등학교,창도,서울특별시 도봉구 방학로 32-28,,37.663831,127.0490956,도봉구청,도봉경찰서,Y,3,6~12,2019-09-05,3090000,서울특별시 도봉구,9,48
초등학교,창경,서울특별시 도봉구 도봉로129길 54,,37.6561144,127.0347544,도봉구청,도봉경찰서,Y,4,6~20,2019-09-05,3090000,서울특별시 도봉구,3,15
초등학교,월천,서울특별시 도봉구 노해로70길 96,,37.6478402,127.0522016,도봉구청,도봉경찰서,Y,3,20,2019-09-05,3090000,서울특별시 도봉구,3,18
유치원,미광유치원,서울특별시 노원구 공릉로34길 62,서울특별시 노원구 공릉2동 81 태강@,37.623341,127.0821207,서울특별시 노원구청,서울노원경찰서,Y,1,8~20,2024-07-22,3100000,서울특별시 노원구,3,9
유치원,공릉병설유치원,서울특별시 노원구 동일로173길 12,서울특별시 노원구 공릉동 610,37.61861498,127.0746307,서울특별시 노원구청,서울노원경찰서,Y,5,12~20,2024-07-22,3100000,서울특별시 노원구,12,60
유치원,동일병설유치원,서울특별시 노원구 한글비석로 566,서울특별시 노원구 상계8동 887-7,37.6648142,127.0541716,서울특별시 노원구청,서울노원경찰서,Y,1,20,2024-07-22,3100000,서울특별시 노원구,3,18
유치원,상경병설유치원,서울특별시 노원구 수락산로 237,서울특별시 노원구 상계8동 621,37.67055277,127.0516731,서울특별시 노원구청,서울노원경찰서,Y,1,9.7~22,2024-07-22,3100000,서울특별시 노원구,3,15
유치원,수암병설유치원,서울특별시 노원구 중계로12길 9,서울특별시 노원구 중계본동 77,37.64769427,127.0814631,서울특별시 노원구청,서울노원경찰서,Y,2,6~20,2024-07-22,3100000,서울특별시 노원구,3,9
